posFile,stimFile,testFile,test1,test2,cs_neg_s,cs_pos_s,cs_neg_ns,cs_pos_ns,cs_neg_s_new,cs_pos_s_new,cs_neg_ns_new,cs_pos_ns_new,position1,stim1,position2,stim2,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textStart.started,key.started,key.keys,key.rt,correctness,textStartTask.started,participant,group,date,expName,psychopyVersion,frameRate,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social4.png,stimuli/Social3.png,stimuli/Nonsocial4.png,stimuli/Nonsocial3.png,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,"(0.7, 0.5)",test2,"(0.7, -0.5)",test2,0,0,0,0,0,0,0,1,,,,,16.339081699959934,79.86328259995207,ä,0.4412117996253073,correct,,4,D,2024-04-08_14h17.53.303,gca_discrimination2,2022.2.4,144.04406672571747,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social4.png,stimuli/Social3.png,stimuli/Nonsocial4.png,stimuli/Nonsocial3.png,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,"(-0.7, 0.5)",test2,"(-0.7, -0.5)",test2,0,0,0,0,0,1,1,4,,,,,,84.65477060014382,ä,0.4564375998452306,correct,,4,D,2024-04-08_14h17.53.303,gca_discrimination2,2022.2.4,144.04406672571747,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social4.png,stimuli/Social3.png,stimuli/Nonsocial4.png,stimuli/Nonsocial3.png,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,"(0.7, -0.5)",test2,"(-0.7, 0.5)",test2,0,0,0,0,0,2,2,5,,,,,,89.08515649987385,l,0.5859866999089718,wrong,,4,D,2024-04-08_14h17.53.303,gca_discrimination2,2022.2.4,144.04406672571747,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social4.png,stimuli/Social3.png,stimuli/Nonsocial4.png,stimuli/Nonsocial3.png,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,"(-0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,3,3,0,,,,,,94.19606869993731,l,0.5395331997424364,correct,,4,D,2024-04-08_14h17.53.303,gca_discrimination2,2022.2.4,144.04406672571747,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social4.png,stimuli/Social3.png,stimuli/Nonsocial4.png,stimuli/Nonsocial3.png,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,"(-0.7, 0.5)",test1,"(0.7, -0.5)",test2,0,0,0,0,0,4,4,7,,,,,,99.3000505999662,l,0.40388659993186593,correct,,4,D,2024-04-08_14h17.53.303,gca_discrimination2,2022.2.4,144.04406672571747,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social4.png,stimuli/Social3.png,stimuli/Nonsocial4.png,stimuli/Nonsocial3.png,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,"(0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,5,5,2,,,,,,103.74431130010635,l,0.4229832999408245,correct,,4,D,2024-04-08_14h17.53.303,gca_discrimination2,2022.2.4,144.04406672571747,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social4.png,stimuli/Social3.png,stimuli/Nonsocial4.png,stimuli/Nonsocial3.png,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,"(0.7, -0.5)",test2,"(0.7, 0.5)",test1,0,0,0,0,0,6,6,6,,,,,,108.51493219984695,l,0.30878689978271723,correct,,4,D,2024-04-08_14h17.53.303,gca_discrimination2,2022.2.4,144.04406672571747,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social4.png,stimuli/Social3.png,stimuli/Nonsocial4.png,stimuli/Nonsocial3.png,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,"(0.7, -0.5)",test2,"(-0.7, -0.5)",test1,0,0,0,0,0,7,7,8,,,,,,112.70922160008922,l,0.2983534000813961,correct,,4,D,2024-04-08_14h17.53.303,gca_discrimination2,2022.2.4,144.04406672571747,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social4.png,stimuli/Social3.png,stimuli/Nonsocial4.png,stimuli/Nonsocial3.png,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,"(-0.7, -0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,8,8,3,,,,,,117.50068029994145,l,0.2828718996606767,correct,,4,D,2024-04-08_14h17.53.303,gca_discrimination2,2022.2.4,144.04406672571747,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social4.png,stimuli/Social3.png,stimuli/Nonsocial4.png,stimuli/Nonsocial3.png,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,"(-0.7, -0.5)",test2,"(0.7, 0.5)",test2,0,0,0,0,0,9,9,9,,,,,,121.9727404997684,ä,0.30721630016341805,correct,,4,D,2024-04-08_14h17.53.303,gca_discrimination2,2022.2.4,144.04406672571747,
