posFile,stimFile,testFile,test1,test2,cs_neg_s,cs_pos_s,cs_neg_ns,cs_pos_ns,cs_neg_s_new,cs_pos_s_new,cs_neg_ns_new,cs_pos_ns_new,position1,stim1,position2,stim2,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textStart.started,key.started,key.keys,key.rt,correctness,textStartTask.started,participant,group,date,expName,psychopyVersion,frameRate,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(0.7, 0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,0,0,3,,,,,10.834335999912582,33.88896469993051,ä,0.8771753999171779,correct,,44,A,2024-05-21_13h19.51.542,gca_discrimination2,2022.2.4,143.8350153797138,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(-0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,1,1,1,,,,,,38.985973299946636,ä,0.4457111000083387,correct,,44,A,2024-05-21_13h19.51.542,gca_discrimination2,2022.2.4,143.8350153797138,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(0.7, 0.5)",test2,"(-0.7, 0.5)",test2,0,0,0,0,0,2,2,0,,,,,,43.326073099975474,l,0.5925106999929994,correct,,44,A,2024-05-21_13h19.51.542,gca_discrimination2,2022.2.4,143.8350153797138,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(-0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,3,3,7,,,,,,48.242551899980754,ä,0.4677887000143528,correct,,44,A,2024-05-21_13h19.51.542,gca_discrimination2,2022.2.4,143.8350153797138,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(0.7, 0.5)",test2,"(0.7, -0.5)",test2,0,0,0,0,0,4,4,4,,,,,,53.46459909994155,l,0.5015608000103384,correct,,44,A,2024-05-21_13h19.51.542,gca_discrimination2,2022.2.4,143.8350153797138,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(-0.7, -0.5)",test1,"(-0.7, 0.5)",test2,0,0,0,0,0,5,5,9,,,,,,58.35325019992888,ä,1.0611214999807999,correct,,44,A,2024-05-21_13h19.51.542,gca_discrimination2,2022.2.4,143.8350153797138,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(0.7, 0.5)",test1,"(0.7, -0.5)",test1,0,0,0,0,0,6,6,8,,,,,,64.03356529993471,l,0.6207079000305384,correct,,44,A,2024-05-21_13h19.51.542,gca_discrimination2,2022.2.4,143.8350153797138,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(0.7, 0.5)",test1,"(0.7, -0.5)",test1,0,0,0,0,0,7,7,6,,,,,,68.74170329992194,l,0.3685701999347657,correct,,44,A,2024-05-21_13h19.51.542,gca_discrimination2,2022.2.4,143.8350153797138,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(-0.7, 0.5)",test1,"(0.7, 0.5)",test1,0,0,0,0,0,8,8,5,,,,,,73.22071479994338,l,0.39350859995465726,correct,,44,A,2024-05-21_13h19.51.542,gca_discrimination2,2022.2.4,143.8350153797138,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(0.7, 0.5)",test1,"(-0.7, -0.5)",test2,0,0,0,0,0,9,9,2,,,,,,77.4983122999547,ä,0.3324385999003425,correct,,44,A,2024-05-21_13h19.51.542,gca_discrimination2,2022.2.4,143.8350153797138,
