posFile,stimFile,testFile,test1,test2,cs_neg_s,cs_pos_s,cs_neg_ns,cs_pos_ns,cs_neg_s_new,cs_pos_s_new,cs_neg_ns_new,cs_pos_ns_new,position1,stim1,position2,stim2,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textStart.started,key.started,key.keys,correctness,key.rt,textStartTask.started,participant,group,date,expName,psychopyVersion,frameRate,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(-0.7, 0.5)",test1,"(0.7, -0.5)",test1,0,0,0,0,0,0,0,1,,,,,13.932427700143307,67.76948030013591,None,no answer,,,1,A,2024-04-02_12h41.22.799,gca_discrimination2,2022.2.4,143.9636061522878,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(0.7, 0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,1,1,4,,,,,,73.90115100005642,l,correct,0.7313163001090288,,1,A,2024-04-02_12h41.22.799,gca_discrimination2,2022.2.4,143.9636061522878,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(-0.7, -0.5)",test1,"(0.7, 0.5)",test1,0,0,0,0,0,2,2,3,,,,,,79.25507820025086,ä,correct,0.537243400234729,,1,A,2024-04-02_12h41.22.799,gca_discrimination2,2022.2.4,143.9636061522878,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(-0.7, 0.5)",test2,"(-0.7, -0.5)",test2,0,0,0,0,0,3,3,2,,,,,,83.67851690016687,ä,correct,0.7215427001938224,,1,A,2024-04-02_12h41.22.799,gca_discrimination2,2022.2.4,143.9636061522878,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(-0.7, 0.5)",test2,"(0.7, 0.5)",test2,0,0,0,0,0,4,4,6,,,,,,89.04639120027423,ä,correct,0.4025592003017664,,1,A,2024-04-02_12h41.22.799,gca_discrimination2,2022.2.4,143.9636061522878,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(-0.7, 0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,5,5,8,,,,,,93.39342200011015,l,correct,0.439045200124383,,1,A,2024-04-02_12h41.22.799,gca_discrimination2,2022.2.4,143.9636061522878,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(-0.7, -0.5)",test2,"(0.7, 0.5)",test2,0,0,0,0,0,6,6,5,,,,,,98.4765351000242,ä,correct,0.38826000038534403,,1,A,2024-04-02_12h41.22.799,gca_discrimination2,2022.2.4,143.9636061522878,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(0.7, -0.5)",test2,"(-0.7, -0.5)",test2,0,0,0,0,0,7,7,0,,,,,,103.60825669998303,ä,correct,0.35271269967779517,,1,A,2024-04-02_12h41.22.799,gca_discrimination2,2022.2.4,143.9636061522878,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,8,8,9,,,,,,108.40668309992179,l,correct,0.3146792002953589,,1,A,2024-04-02_12h41.22.799,gca_discrimination2,2022.2.4,143.9636061522878,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(-0.7, -0.5)",test2,"(0.7, 0.5)",test2,0,0,0,0,0,9,9,7,,,,,,113.48285590019077,ä,correct,0.3735227999277413,,1,A,2024-04-02_12h41.22.799,gca_discrimination2,2022.2.4,143.9636061522878,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,"(-0.7, 0.5)",cs_neg_s_new,"(0.7, 0.5)",cs_neg_s_new,0,0,0,0,,,,,0,0,0,67,,145.28017699997872,ä,correct,1.225070800166577,116.82994189998135,1,A,2024-04-02_12h41.22.799,gca_discrimination2,2022.2.4,143.9636061522878,
