posFile,stimFile,testFile,test1,test2,cs_neg_s,cs_pos_s,cs_neg_ns,cs_pos_ns,cs_neg_s_new,cs_pos_s_new,cs_neg_ns_new,cs_pos_ns_new,position1,stim1,position2,stim2,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textStart.started,key.started,key.keys,key.rt,correctness,textStartTask.started,participant,group,date,expName,psychopyVersion,frameRate,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, 0.5)",test2,"(0.7, -0.5)",test2,0,0,0,0,0,0,0,1,,,,,13.367982199997641,40.4849724000087,l,1.0793768999865279,correct,,19,C,2024-04-29_16h06.20.333,gca_discrimination2,2022.2.4,143.97148222004566,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, 0.5)",test2,"(-0.7, -0.5)",test2,0,0,0,0,0,1,1,2,,,,,,45.42925590003142,l,0.607196600001771,correct,,19,C,2024-04-29_16h06.20.333,gca_discrimination2,2022.2.4,143.97148222004566,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, -0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,2,2,9,,,,,,50.72761250002077,ä,0.5569102999870665,correct,,19,C,2024-04-29_16h06.20.333,gca_discrimination2,2022.2.4,143.97148222004566,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(0.7, -0.5)",test1,"(0.7, 0.5)",test1,0,0,0,0,0,3,3,0,,,,,,56.07464800000889,l,0.5533248000429012,correct,,19,C,2024-04-29_16h06.20.333,gca_discrimination2,2022.2.4,143.97148222004566,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(0.7, 0.5)",test1,"(0.7, -0.5)",test2,0,0,0,0,0,4,4,5,,,,,,60.491135100019164,ä,0.6571623000199907,correct,,19,C,2024-04-29_16h06.20.333,gca_discrimination2,2022.2.4,143.97148222004566,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(0.7, 0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,5,5,8,,,,,,65.50479259999702,ä,0.47490040003322065,correct,,19,C,2024-04-29_16h06.20.333,gca_discrimination2,2022.2.4,143.97148222004566,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, -0.5)",test2,"(0.7, 0.5)",test1,0,0,0,0,0,6,6,3,,,,,,70.35878100001719,ä,0.5254248999990523,correct,,19,C,2024-04-29_16h06.20.333,gca_discrimination2,2022.2.4,143.97148222004566,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(0.7, 0.5)",test2,"(-0.7, 0.5)",test2,0,0,0,0,0,7,7,6,,,,,,75.08079249999719,l,0.4594241000013426,correct,,19,C,2024-04-29_16h06.20.333,gca_discrimination2,2022.2.4,143.97148222004566,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, 0.5)",test2,"(0.7, -0.5)",test2,0,0,0,0,0,8,8,4,,,,,,80.30282560002524,l,0.509520000021439,correct,,19,C,2024-04-29_16h06.20.333,gca_discrimination2,2022.2.4,143.97148222004566,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, 0.5)",test2,"(-0.7, -0.5)",test1,0,0,0,0,0,9,9,7,,,,,,85.03876060002949,ä,0.4930472999694757,correct,,19,C,2024-04-29_16h06.20.333,gca_discrimination2,2022.2.4,143.97148222004566,
