posFile,stimFile,testFile,test1,test2,cs_neg_s,cs_pos_s,cs_neg_ns,cs_pos_ns,cs_neg_s_new,cs_pos_s_new,cs_neg_ns_new,cs_pos_ns_new,position1,stim1,position2,stim2,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textStart.started,key.started,key.keys,key.rt,correctness,textStartTask.started,participant,group,date,expName,psychopyVersion,frameRate,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(0.7, -0.5)",test2,"(0.7, 0.5)",test2,0,0,0,0,0,0,0,5,,,,,10.711515800096095,43.07135590026155,ä,0.6835021995939314,wrong,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, -0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,1,1,4,,,,,,47.897528500296175,ä,0.6566950995475054,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(0.7, 0.5)",test2,"(-0.7, 0.5)",test2,0,0,0,0,0,2,2,1,,,,,,53.36954540014267,ä,0.6487833997234702,wrong,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(0.7, 0.5)",test1,"(0.7, -0.5)",test1,0,0,0,0,0,3,3,6,,,,,,58.79289610031992,l,0.6339151998981833,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, -0.5)",test1,"(-0.7, 0.5)",test1,0,0,0,0,0,4,4,3,,,,,,63.84130340022966,l,1.2425433001480997,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, -0.5)",test1,"(0.7, 0.5)",test1,0,0,0,0,0,5,5,8,,,,,,68.92443430004641,l,0.28736279951408505,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, 0.5)",test2,"(-0.7, -0.5)",test2,0,0,0,0,0,6,6,2,,,,,,73.07708580000326,l,0.4291677000001073,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(0.7, 0.5)",test2,"(-0.7, 0.5)",test2,0,0,0,0,0,7,7,0,,,,,,78.27825020020828,l,0.38012259965762496,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(0.7, -0.5)",test2,"(-0.7, -0.5)",test1,0,0,0,0,0,8,8,9,,,,,,83.25025530019775,ä,0.40028119971975684,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(0.7, -0.5)",test1,"(0.7, 0.5)",test1,0,0,0,0,0,9,9,7,,,,,,87.83340130001307,l,0.3222635998390615,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(0.7, 0.5)",cs_neg_s,"(-0.7, 0.5)",cs_neg_s_new,0,0,0,0,,,,,0,0,0,21,,109.29087070003152,l,1.703638699837029,wrong,90.1874762000516,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(0.7, -0.5)",cs_pos_ns_new,"(0.7, 0.5)",cs_pos_ns_new,0,0,0,0,,,,,0,1,1,94,,113.48515280010179,l,0.6052430998533964,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, 0.5)",cs_neg_ns,"(0.7, -0.5)",cs_pos_ns_new,0,0,0,0,,,,,0,2,2,24,,116.35306870006025,ä,0.8170893997885287,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, -0.5)",cs_pos_ns_new,"(-0.7, 0.5)",cs_pos_ns,0,0,0,0,,,,,0,3,3,31,,119.3876992999576,ä,0.5983440997079015,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(0.7, 0.5)",cs_pos_ns,"(-0.7, 0.5)",cs_pos_ns,0,0,0,0,,,,,0,4,4,80,,122.2972723999992,l,0.5291110998950899,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, -0.5)",cs_pos_ns,"(0.7, -0.5)",cs_pos_ns,0,0,0,0,,,,,0,5,5,82,,125.32492570020258,l,0.5090705999173224,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(0.7, -0.5)",cs_pos_s,"(0.7, 0.5)",cs_pos_s_new,0,0,0,0,,,,,0,6,6,15,,127.68595860013738,ä,0.5012608994729817,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(0.7, 0.5)",cs_neg_s_new,"(-0.7, -0.5)",cs_neg_s_new,0,0,0,0,,,,,0,7,7,64,,130.86638340028003,l,0.5118509000167251,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, 0.5)",cs_neg_s,"(0.7, -0.5)",cs_pos_s,0,0,0,0,,,,,0,8,8,16,,133.24126890022308,ä,0.48905810015276074,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, -0.5)",cs_pos_ns,"(-0.7, 0.5)",cs_pos_ns,0,0,0,0,,,,,0,9,9,93,,135.859172699973,l,0.6155067998915911,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, -0.5)",cs_neg_ns_new,"(0.7, 0.5)",cs_pos_ns_new,0,0,0,0,,,,,0,10,10,27,,138.44245100021362,ä,0.441183399874717,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, 0.5)",cs_neg_s,"(0.7, 0.5)",cs_neg_s,0,0,0,0,,,,,0,11,11,51,,141.16456610010937,l,0.9113119998946786,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(0.7, -0.5)",cs_neg_ns,"(0.7, 0.5)",cs_neg_ns,0,0,0,0,,,,,0,12,12,73,,144.6644176999107,l,0.7793917995877564,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, -0.5)",cs_pos_ns_new,"(-0.7, 0.5)",cs_neg_ns_new,0,0,0,0,,,,,0,13,13,47,,148.15733590023592,l,1.149428099859506,wrong,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Test1.png,stimuli/Test2.png,stimuli/Social3.png,stimuli/Social4.png,stimuli/Nonsocial3.png,stimuli/Nonsocial4.png,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,"(-0.7, -0.5)",cs_pos_s_new,"(0.7, -0.5)",cs_pos_s,0,0,0,0,,,,,0,14,14,12,,151.12945500016212,ä,0.4821322998031974,correct,,11,C,2024-04-19_11h08.17.628,gca_discrimination2,2022.2.4,144.00299523146293,
