posFile,stimFile,testFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,test1,test2,position1,trialtype,position2,comptype,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textStart.started,key.started,key.keys,correctness,key.rt,textStartTask.started,participant,group,date,expName,psychopyVersion,frameRate,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test1,"(0.7, -0.5)",test1,0,0,0,0,0,0,0,5,,,,,12.494395799934864,44.132079399889335,None,no answer,,,37,B,2023-12-19_15h40.16.086,gca_discrimination,2022.2.4,144.03638933537061,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, 0.5)",test1,0,0,0,0,0,1,1,3,,,,,,50.47217239998281,ä,correct,0.46669519995339215,,37,B,2023-12-19_15h40.16.086,gca_discrimination,2022.2.4,144.03638933537061,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,2,2,13,,,,,,55.270546899875626,ä,correct,0.47458250005729496,,37,B,2023-12-19_15h40.16.086,gca_discrimination,2022.2.4,144.03638933537061,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(0.7, -0.5)",test2,0,0,0,0,0,3,3,9,,,,,,59.62451480003074,l,correct,0.4891251001972705,,37,B,2023-12-19_15h40.16.086,gca_discrimination,2022.2.4,144.03638933537061,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test1,"(0.7, -0.5)",test2,0,0,0,0,0,4,4,11,,,,,,64.38823419995606,ä,correct,0.5096173002384603,,37,B,2023-12-19_15h40.16.086,gca_discrimination,2022.2.4,144.03638933537061,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,5,5,6,,,,,,69.47139830002561,ä,correct,0.634331000270322,,37,B,2023-12-19_15h40.16.086,gca_discrimination,2022.2.4,144.03638933537061,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,6,6,8,,,,,,74.83922189986333,ä,correct,0.426632400136441,,37,B,2023-12-19_15h40.16.086,gca_discrimination,2022.2.4,144.03638933537061,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,7,7,4,,,,,,80.07516800006852,ä,correct,0.41404970013536513,,37,B,2023-12-19_15h40.16.086,gca_discrimination,2022.2.4,144.03638933537061,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test1,"(0.7, 0.5)",test1,0,0,0,0,0,8,8,10,,,,,,84.56106069986708,l,correct,0.32914870022796094,,37,B,2023-12-19_15h40.16.086,gca_discrimination,2022.2.4,144.03638933537061,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,9,9,12,,,,,,89.06782760005444,ä,correct,0.35008540004491806,,37,B,2023-12-19_15h40.16.086,gca_discrimination,2022.2.4,144.03638933537061,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,10,10,0,,,,,,94.14401920000091,ä,correct,0.37696660007350147,,37,B,2023-12-19_15h40.16.086,gca_discrimination,2022.2.4,144.03638933537061,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(0.7, 0.5)",test2,0,0,0,0,0,11,11,7,,,,,,98.37998129986227,l,correct,0.29381239996291697,,37,B,2023-12-19_15h40.16.086,gca_discrimination,2022.2.4,144.03638933537061,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(-0.7, 0.5)",test2,0,0,0,0,0,12,12,2,,,,,,103.28256489988416,l,correct,0.29510420002043247,,37,B,2023-12-19_15h40.16.086,gca_discrimination,2022.2.4,144.03638933537061,
