posFile,stimFile,testFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,test1,test2,position1,trialtype,position2,comptype,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textStart.started,spaceStart.started,spaceStart.keys,spaceStart.rt,textStartExp.started,textExpImages.started,ImageLearning1.started,ImageLearning2.started,textSpace.started,spaceStartExp.started,spaceStartExp.keys,spaceStartExp.rt,blankScreen.started,blankScreen.stopped,fixcross.started,firstImage.started,fixcrossImage1.started,fixcrossITI.started,secondImage.started,fixcrossImage2.started,key.started,key.keys,key.rt,correctness,feedbackText.started,fixcrossEnd.started,fixcrossEnd.stopped,fixcross.stopped,feedbackText.stopped,textStartTask.started,textTaskImages.started,ImageTask1.started,ImageTask2.started,ImageTask3.started,ImageTask4.started,textTaskSpace.started,spaceStartTask.started,spaceStartTask.keys,spaceStartTask.rt,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,11.125460400013253,11.125460400013253,space,2.4908847999904538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,0,0,8,,,,,,,,,13.639307200006442,13.639307200006442,13.639307200006442,13.639307200006442,13.639307200006442,13.639307200006442,space,23.385295999993104,37.03421380001237,38.763320000012754,38.763320000012754,39.77716680000594,39.77716680000594,39.90908219999983,40.42295940000622,40.42295940000622,40.56184820001363,ä,0.6469637999980478,correct,41.2284970000037,43.22843339999963,43.735342700005276,,,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test1,"(0.7, -0.5)",test1,0,0,0,0,0,1,1,5,,,,,,,,,,,,,,,,,,,43.735342700005276,44.74226970000018,44.74226970000018,44.88805530000536,45.38807380000071,45.38807380000071,45.54084110000986,l,0.3083578999794554,correct,45.86027130000002,47.86020830000052,48.478250000000116,44.74226970000018,47.86020830000052,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test1,"(0.7, -0.5)",test2,0,0,0,0,0,2,2,11,,,,,,,,,,,,,,,,,,,48.478250000000116,49.47817090000899,49.47817090000899,49.6309229000035,50.130906400008826,50.130906400008826,50.283711900003254,ä,0.37242079997668043,correct,50.665627599999425,52.66553019999992,53.415501600000425,49.47817090000899,52.66553019999992,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,3,3,6,,,,,,,,,,,,,,,,,,,53.415501600000425,54.41547150000406,54.41547150000406,54.568263200009824,55.06823110001278,55.06823110001278,55.221004400009406,ä,0.5482975999912014,correct,55.77653580000333,57.77645699999994,58.484771200004616,54.41547150000406,57.77645699999994,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, 0.5)",test1,0,0,0,0,0,4,4,3,,,,,,,,,,,,,,,,,,,58.484771200004616,59.48472690000199,59.48472690000199,59.6375079999998,60.13749170000665,60.13749170000665,60.290251000013086,ä,0.6947420999931637,correct,60.998528200012515,62.998487500008196,63.67206540000916,59.48472690000199,62.998487500008196,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(-0.7, -0.5)",test2,0,0,0,0,0,5,5,1,,,,,,,,,,,,,,,,,,,63.67206540000916,64.67200270001194,64.67200270001194,64.82478320000519,65.32477690000087,65.32477690000087,65.47755170000892,ä,0.3557196999900043,wrong,65.85253380000358,67.8524613000045,68.67187990000821,64.67200270001194,,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(0.7, -0.5)",test2,0,0,0,0,0,6,6,9,,,,,,,,,,,,,,,,,,,68.67187990000821,69.67879780000658,69.67879780000658,69.8246216000116,70.32460620001075,70.32460620001075,70.47735610000382,l,0.5788937999896007,correct,71.06758410000475,73.06752960001177,73.81052670000645,69.67879780000658,73.06752960001177,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,7,7,12,,,,,,,,,,,,,,,,,,,73.81052670000645,74.81051800001296,74.81051800001296,74.96326930000214,75.46327580000798,75.46327580000798,75.61605330000748,ä,0.6567300999886356,correct,76.28271340001083,78.28258280000591,79.26172930000757,74.81051800001296,78.28258280000591,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,8,8,4,,,,,,,,,,,,,,,,,,,79.26172930000757,80.26171910000267,80.26171910000267,80.4144634000113,80.91442410000309,80.91442410000309,81.06718660000479,ä,1.765626499982318,correct,82.84488509999937,84.8448470000003,85.61563860000751,80.26171910000267,84.8448470000003,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,9,9,0,,,,,,,,,,,,,,,,,,,85.61563860000751,86.61563200000091,86.61563200000091,86.76838760000828,87.27530530000513,87.27530530000513,87.42116640000313,ä,0.42716149998886976,correct,87.8586357000022,89.85854140001175,90.44183730000805,86.61563200000091,89.85854140001175,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,10,10,13,,,,,,,,,,,,,,,,,,,90.44183730000805,91.44878970000718,91.44878970000718,91.59456409999984,92.0945716000133,92.0945716000133,92.24734120001085,ä,0.40939699998125434,correct,92.66396660001192,94.66389190001064,94.886078800002,91.44878970000718,94.66389190001064,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test1,"(0.7, 0.5)",test1,0,0,0,0,0,11,11,10,,,,,,,,,,,,,,,,,,,94.886078800002,95.88607800001046,95.88607800001046,96.03885470000387,96.53883720000158,96.53883720000158,96.691610400012,l,0.31741319998400286,correct,97.01797880000959,99.01788240000315,99.84427060000598,95.88607800001046,99.01788240000315,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(-0.7, 0.5)",test2,0,0,0,0,0,12,12,2,,,,,,,,,,,,,,,,,,,99.84427060000598,100.84422270000505,100.84422270000505,100.99700350000057,101.4969892000081,101.4969892000081,101.6498006000038,l,0.4552378999796929,correct,102.11504940000304,104.11494450000464,104.33016720000887,100.84422270000505,104.11494450000464,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(0.7, 0.5)",test2,0,0,0,0,0,13,13,7,,,,,,,,,,,,,,,,,,,104.33016720000887,105.33016150000913,105.33016150000913,105.48295150000195,105.9829083000077,105.9829083000077,106.13567990000593,l,0.3527207999868551,correct,106.49676040001214,108.49668460000248,108.82305740000447,105.33016150000913,108.49668460000248,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_plus_s,"(0.7, 0.5)",cs_plus_s,0,0,0,0,,,,,0,0,0,59,,,,,,,,,,,,,115.78807629999937,117.78107280000404,117.78107280000404,118.78102070000023,118.78102070000023,118.91991350000899,119.4268216000055,119.4268216000055,119.57264170001145,l,1.1565447999746539,correct,,120.73929760001192,121.54477190000762,,,108.82305740000447,108.82305740000447,108.82305740000447,108.82305740000447,108.82305740000447,108.82305740000447,108.82305740000447,108.82305740000447,space,6.954005499981577,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_plus_s,"(0.7, -0.5)",cs_minus_s,0,0,0,0,,,,,0,1,1,8,,,,,,,,,,,,,,,121.54477190000762,122.55168560000311,122.55168560000311,122.69753150000179,123.20446410001023,123.20446410001023,123.35029150001355,ä,0.48233719998097513,correct,,123.84332759999961,124.3502628999995,122.55168560000311,,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",cs_minus_ns,"(0.7, 0.5)",cs_plus_ns,0,0,0,0,,,,,0,2,2,40,,,,,,,,,,,,,,,124.3502628999995,125.35714460001327,125.35714460001327,125.50298380000459,126.00991650001379,126.00991650001379,126.1557654000062,l,0.8685903999867151,wrong,,127.03760510000575,127.72511530001066,125.35714460001327,,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_minus_s,"(-0.7, 0.5)",cs_plus_s,0,0,0,0,,,,,0,3,3,21,,,,,,,,,,,,,,,127.72511530001066,128.73197520000394,128.73197520000394,128.87790300000052,129.38478590000886,129.38478590000886,129.5306253000017,ä,0.982299499984947,correct,,130.523663400003,131.23889070001314,128.73197520000394,,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_plus_s,"(-0.7, -0.5)",cs_minus_s,0,0,0,0,,,,,0,4,4,7,,,,,,,,,,,,,,,131.23889070001314,132.24577720000525,132.24577720000525,132.3916062000062,132.89854160000687,132.89854160000687,133.04436230000283,ä,0.44418909997330047,correct,,133.4957099000021,133.5096396000008,132.24577720000525,,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_plus_s,"(0.7, 0.5)",cs_minus_s,0,0,0,0,,,,,0,5,5,11,,,,,,,,,,,,,,,133.5096396000008,134.51649890000408,134.51649890000408,134.66235190001316,135.16925340000307,135.16925340000307,135.315110800002,ä,0.533320599977742,correct,,135.8567519000062,136.02341740000702,134.51649890000408,,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_minus_ns,"(0.7, 0.5)",cs_minus_ns,0,0,0,0,,,,,0,6,6,95,,,,,,,,,,,,,,,136.02341740000702,137.0303156000009,137.0303156000009,137.17615290000685,137.68313240000862,137.68313240000862,137.82890060001228,l,0.41202779999002814,correct,,138.25246550000156,138.48854800000845,137.0303156000009,,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",cs_plus_ns,"(-0.7, 0.5)",cs_plus_ns,0,0,0,0,,,,,0,7,7,75,,,,,,,,,,,,,,,138.48854800000845,139.49544580001384,139.49544580001384,139.6413687000022,140.14825630000269,140.14825630000269,140.29407150000043,l,0.4821296999871265,correct,,140.78713440000138,140.93292870000005,139.49544580001384,,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",cs_plus_s,"(0.7, -0.5)",cs_plus_s,0,0,0,0,,,,,0,8,8,50,,,,,,,,,,,,,,,140.93292870000005,141.9398657000129,141.9398657000129,142.08569470001385,142.59258360000968,142.59258360000968,142.73845340000116,l,0.647652499974356,correct,,143.3981410000124,144.30088830000022,141.9398657000129,,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_minus_ns,"(-0.7, -0.5)",cs_plus_ns,0,0,0,0,,,,,0,9,9,46,,,,,,,,,,,,,,,144.30088830000022,145.30776940000942,145.30776940000942,145.45360840001376,145.96053070000198,145.96053070000198,146.10633140000573,ä,0.6787654999934603,correct,,146.7938073000114,146.8702090000006,145.30776940000942,,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_minus_ns,"(-0.7, -0.5)",cs_plus_ns,0,0,0,0,,,,,0,10,10,43,,,,,,,,,,,,,,,146.8702090000006,147.87709220001125,147.87709220001125,148.02295589999994,148.52991490000568,148.52991490000568,148.6756873000122,ä,0.40561289998004213,correct,,149.0923380000022,149.93953060000786,147.87709220001125,,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_minus_ns,"(-0.7, 0.5)",cs_minus_ns,0,0,0,0,,,,,0,11,11,93,,,,,,,,,,,,,,,149.93953060000786,150.94646250001097,150.94646250001097,151.0922547000082,151.599180300007,151.599180300007,151.7450392000028,l,0.45612449999316595,correct,,152.21026820001134,152.24503330000152,150.94646250001097,,,,,,,,,,,,13,C,2023-12-08_13h42.24.072,gca_discrimination,2022.2.4,144.28390454493035,
