posFile,stimFile,testFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,test1,test2,position1,trialtype,position2,comptype,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textStart.started,key.started,key.keys,key.rt,correctness,textStartTask.started,participant,group,date,expName,psychopyVersion,frameRate,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,0,0,13,,,,,9.028799900086597,47.47183090006001,ä,1.4983509000157937,correct,,25,C,2023-12-13_18h11.02.501,gca_discrimination,2022.2.4,143.91864547752343,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,1,1,0,,,,,,52.992413000087254,ä,1.2024847000138834,correct,,25,C,2023-12-13_18h11.02.501,gca_discrimination,2022.2.4,143.91864547752343,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,2,2,12,,,,,,58.665829300065525,ä,0.8564793000696227,correct,,25,C,2023-12-13_18h11.02.501,gca_discrimination,2022.2.4,143.91864547752343,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(-0.7, 0.5)",test2,0,0,0,0,0,3,3,2,,,,,,63.73505330004264,l,0.7395064999582246,correct,,25,C,2023-12-13_18h11.02.501,gca_discrimination,2022.2.4,143.91864547752343,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,4,4,4,,,,,,68.30430890002754,ä,0.7146684000035748,correct,,25,C,2023-12-13_18h11.02.501,gca_discrimination,2022.2.4,143.91864547752343,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(-0.7, -0.5)",test2,0,0,0,0,0,5,5,1,,,,,,72.99163709999993,l,0.9714314000448212,correct,,25,C,2023-12-13_18h11.02.501,gca_discrimination,2022.2.4,143.91864547752343,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(0.7, -0.5)",test2,0,0,0,0,0,6,6,9,,,,,,77.90812300005928,l,0.7188444000203162,correct,,25,C,2023-12-13_18h11.02.501,gca_discrimination,2022.2.4,143.91864547752343,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, 0.5)",test1,0,0,0,0,0,7,7,3,,,,,,83.04680210002698,ä,0.5793849999317899,correct,,25,C,2023-12-13_18h11.02.501,gca_discrimination,2022.2.4,143.91864547752343,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(0.7, 0.5)",test2,0,0,0,0,0,8,8,7,,,,,,87.92852810001932,l,0.8828424999956042,correct,,25,C,2023-12-13_18h11.02.501,gca_discrimination,2022.2.4,143.91864547752343,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test1,"(0.7, -0.5)",test1,0,0,0,0,0,9,9,5,,,,,,92.72003190009855,l,1.8755978000117466,correct,,25,C,2023-12-13_18h11.02.501,gca_discrimination,2022.2.4,143.91864547752343,
