posFile,stimFile,testFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,test1,test2,position1,trialtype,position2,comptype,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textStart.started,key.started,key.keys,key.rt,correctness,textStartTask.started,participant,group,date,expName,psychopyVersion,frameRate,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, 0.5)",test1,0,0,0,0,0,0,0,3,,,,,12.00318050000351,42.501918800058775,ä,0.888066399958916,correct,,35,B,2023-12-18_09h28.22.298,gca_discrimination,2022.2.4,143.9145030499125,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,1,1,13,,,,,,47.83502070000395,ä,0.7872936000349,correct,,35,B,2023-12-18_09h28.22.298,gca_discrimination,2022.2.4,143.9145030499125,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(-0.7, -0.5)",test2,0,0,0,0,0,2,2,1,,,,,,52.74456410005223,l,0.6390208000084385,correct,,35,B,2023-12-18_09h28.22.298,gca_discrimination,2022.2.4,143.9145030499125,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(0.7, 0.5)",test2,0,0,0,0,0,3,3,7,,,,,,58.091577899991535,l,0.779211699962616,correct,,35,B,2023-12-18_09h28.22.298,gca_discrimination,2022.2.4,143.9145030499125,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test1,"(0.7, -0.5)",test2,0,0,0,0,0,4,4,11,,,,,,63.04277539998293,ä,0.6267929999157786,correct,,35,B,2023-12-18_09h28.22.298,gca_discrimination,2022.2.4,143.9145030499125,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,5,5,6,,,,,,67.93145060003735,ä,0.6501051000086591,correct,,35,B,2023-12-18_09h28.22.298,gca_discrimination,2022.2.4,143.9145030499125,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(-0.7, 0.5)",test2,0,0,0,0,0,6,6,2,,,,,,72.72986439999659,l,0.5485808000667021,correct,,35,B,2023-12-18_09h28.22.298,gca_discrimination,2022.2.4,143.9145030499125,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,7,7,4,,,,,,77.59081820002757,ä,0.4312286999775097,correct,,35,B,2023-12-18_09h28.22.298,gca_discrimination,2022.2.4,143.9145030499125,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,8,8,8,,,,,,82.33364279998932,ä,0.4649746000068262,correct,,35,B,2023-12-18_09h28.22.298,gca_discrimination,2022.2.4,143.9145030499125,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(0.7, -0.5)",test2,0,0,0,0,0,9,9,9,,,,,,86.72238729998935,l,0.6516210999106988,correct,,35,B,2023-12-18_09h28.22.298,gca_discrimination,2022.2.4,143.9145030499125,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,10,10,12,,,,,,91.4791816000361,ä,0.719207699992694,correct,,35,B,2023-12-18_09h28.22.298,gca_discrimination,2022.2.4,143.9145030499125,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,11,11,0,,,,,,96.31228820001706,ä,0.7336177000543103,correct,,35,B,2023-12-18_09h28.22.298,gca_discrimination,2022.2.4,143.9145030499125,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test1,"(0.7, -0.5)",test1,0,0,0,0,0,12,12,5,,,,,,101.56902229995467,l,0.42144129995722324,correct,,35,B,2023-12-18_09h28.22.298,gca_discrimination,2022.2.4,143.9145030499125,
