posFile,stimFile,testFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,test1,test2,position1,trialtype,position2,comptype,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textStart.started,key.started,key.keys,correctness,key.rt,textStartTask.started,participant,group,date,expName,psychopyVersion,frameRate,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(-0.7, 0.5)",test2,0,0,0,0,0,0,0,2,,,,,12.218311999924481,47.015590199967846,None,no answer,,,24,A,2023-12-13_16h44.23.634,gca_discrimination,2022.2.4,144.0409537406825,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(0.7, 0.5)",test2,0,0,0,0,0,1,1,7,,,,,,53.67505879991222,ä,correct,0.716007599956356,,24,A,2023-12-13_16h44.23.634,gca_discrimination,2022.2.4,144.0409537406825,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(-0.7, -0.5)",test2,0,0,0,0,0,2,2,1,,,,,,58.744295299984515,ä,correct,0.41437480004969984,,24,A,2023-12-13_16h44.23.634,gca_discrimination,2022.2.4,144.0409537406825,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,3,3,0,,,,,,63.93159759999253,l,correct,0.4115383999887854,,24,A,2023-12-13_16h44.23.634,gca_discrimination,2022.2.4,144.0409537406825,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test1,"(0.7, -0.5)",test1,0,0,0,0,0,4,4,5,,,,,,69.09807800000999,ä,correct,0.6451428000582382,,24,A,2023-12-13_16h44.23.634,gca_discrimination,2022.2.4,144.0409537406825,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, 0.5)",test1,0,0,0,0,0,5,5,3,,,,,,73.6464941999875,l,correct,0.46497890003956854,,24,A,2023-12-13_16h44.23.634,gca_discrimination,2022.2.4,144.0409537406825,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(0.7, -0.5)",test2,0,0,0,0,0,6,6,9,,,,,,78.19490719994064,ä,correct,0.6281683000270277,,24,A,2023-12-13_16h44.23.634,gca_discrimination,2022.2.4,144.0409537406825,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,7,7,13,,,,,,83.28501579992007,l,correct,0.29124579997733235,,24,A,2023-12-13_16h44.23.634,gca_discrimination,2022.2.4,144.0409537406825,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,8,8,6,,,,,,88.29872449999675,l,correct,0.5080189000582322,,24,A,2023-12-13_16h44.23.634,gca_discrimination,2022.2.4,144.0409537406825,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test1,"(0.7, -0.5)",test2,0,0,0,0,0,9,9,11,,,,,,92.77077840000857,l,correct,0.3004154999507591,,24,A,2023-12-13_16h44.23.634,gca_discrimination,2022.2.4,144.0409537406825,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,10,10,12,,,,,,97.14560119993985,l,correct,0.41390809998847544,,24,A,2023-12-13_16h44.23.634,gca_discrimination,2022.2.4,144.0409537406825,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test1,"(0.7, 0.5)",test1,0,0,0,0,0,11,11,10,,,,,,101.85375799995381,ä,correct,0.7209110999247059,,24,A,2023-12-13_16h44.23.634,gca_discrimination,2022.2.4,144.0409537406825,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,12,12,8,,,,,,106.49938839999959,l,correct,0.49128079996444285,,24,A,2023-12-13_16h44.23.634,gca_discrimination,2022.2.4,144.0409537406825,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,13,13,4,,,,,,111.42280840000603,l,correct,0.448812699993141,,24,A,2023-12-13_16h44.23.634,gca_discrimination,2022.2.4,144.0409537406825,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",cs_plus_s,"(0.7, -0.5)",cs_plus_s,0,0,0,0,,,,,0,0,0,50,,127.79724129999522,l,wrong,0.4264656000304967,114.13801130000502,24,A,2023-12-13_16h44.23.634,gca_discrimination,2022.2.4,144.0409537406825,
