posFile,stimFile,testFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,test1,test2,position1,trialtype,position2,comptype,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textStart.started,spaceStart.started,spaceStart.keys,spaceStart.rt,textStartExp.started,textExpImages.started,ImageLearning1.started,ImageLearning2.started,textSpace.started,spaceStartExp.started,spaceStartExp.keys,spaceStartExp.rt,blankScreen.started,blankScreen.stopped,fixcross.started,firstImage.started,fixcrossImage1.started,fixcrossITI.started,secondImage.started,fixcrossImage2.started,key.started,key.keys,key.rt,correctness,feedbackText.started,fixcrossEnd.started,fixcrossEnd.stopped,fixcross.stopped,feedbackText.stopped,textStartTask.started,textTaskImages.started,ImageTask1.started,ImageTask2.started,ImageTask3.started,ImageTask4.started,textTaskSpace.started,spaceStartTask.started,spaceStartTask.keys,spaceStartTask.rt,participant,group,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,12.347257699933834,12.347257699933834,space,3.3160602999851108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,B,2023-12-05_10h36.32.791,gca_discrimination,2022.2.4,143.93977580949482,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test1,"(0.7, -0.5)",test1,0,0,0,0,0,0,0,5,,,,,,,,,15.687396800029092,15.687396800029092,15.687396800029092,15.687396800029092,15.687396800029092,15.687396800029092,space,22.80927359999623,38.505913299974054,40.089213000028394,40.089213000028394,41.1030555999605,41.1030555999605,41.23494929994922,41.74891129997559,41.74891129997559,41.88774029992055,l,0.8397502000443637,correct,42.741847199969925,44.74182699993253,45.62366829998791,,,,,,,,,,,,,2,B,2023-12-05_10h36.32.791,gca_discrimination,2022.2.4,143.93977580949482,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(-0.7, -0.5)",test2,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,45.62366829998791,46.62365929991938,46.62365929991938,46.77637199999299,47.27641269995365,47.27641269995365,47.42917799996212,ä,0.6345835999818519,wrong,48.07497900002636,50.074909599963576,50.5402339999564,46.62365929991938,50.074909599963576,,,,,,,,,,,2,B,2023-12-05_10h36.32.791,gca_discrimination,2022.2.4,143.93977580949482,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,2,2,12,,,,,,,,,,,,,,,,,,,50.5402339999564,51.540133800008334,51.540133800008334,51.692865499993786,52.19288659992162,52.19288659992162,52.345641499967314,ä,1.6859621999319643,correct,54.04002750001382,56.03995190002024,56.498246699920855,51.540133800008334,56.03995190002024,,,,,,,,,,,2,B,2023-12-05_10h36.32.791,gca_discrimination,2022.2.4,143.93977580949482,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(0.7, 0.5)",test2,0,0,0,0,0,3,3,7,,,,,,,,,,,,,,,,,,,56.498246699920855,57.498208999983035,57.498208999983035,57.650920099928044,58.15097219997551,58.15097219997551,58.303732299944386,l,0.9845758000155911,correct,59.296721199993044,61.29663709993474,61.49108329997398,57.498208999983035,61.29663709993474,,,,,,,,,,,2,B,2023-12-05_10h36.32.791,gca_discrimination,2022.2.4,143.93977580949482,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,4,4,13,,,,,,,,,,,,,,,,,,,61.49108329997398,62.491059400024824,62.491059400024824,62.643792400020175,63.143813099944964,63.143813099944964,63.29658329999074,l,0.8468638000776991,wrong,64.1507284999825,66.15062770002987,66.88668969995342,62.491059400024824,66.15062770002987,,,,,,,,,,,2,B,2023-12-05_10h36.32.791,gca_discrimination,2022.2.4,143.93977580949482,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,5,5,8,,,,,,,,,,,,,,,,,,,66.88668969995342,67.89362069999333,67.89362069999333,68.03939629998058,68.53940150002018,68.53940150002018,68.69218290003482,ä,0.7871736000524834,correct,69.49078849994112,71.4906516999472,71.9212084999308,67.89362069999333,71.4906516999472,,,,,,,,,,,2,B,2023-12-05_10h36.32.791,gca_discrimination,2022.2.4,143.93977580949482,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test1,"(0.7, 0.5)",test1,0,0,0,0,0,6,6,10,,,,,,,,,,,,,,,,,,,71.9212084999308,72.9211815999588,72.9211815999588,73.07395679992624,73.57392230001278,73.57392230001278,73.7266682999907,l,0.792958699981682,correct,74.53219549998175,76.53214090003166,77.05290689994581,72.9211815999588,76.53214090003166,,,,,,,,,,,2,B,2023-12-05_10h36.32.791,gca_discrimination,2022.2.4,143.93977580949482,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,7,7,6,,,,,,,,,,,,,,,,,,,77.05290689994581,78.05291299999226,78.05291299999226,78.20576609997079,78.70566620002501,78.70566620002501,78.85843809996732,ä,0.9974592999788001,correct,79.86532859993167,81.86524780001491,81.98332849994767,78.05291299999226,81.86524780001491,,,,,,,,,,,2,B,2023-12-05_10h36.32.791,gca_discrimination,2022.2.4,143.93977580949482,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social2.png,stimuli/Social1.png,stimuli/Nonsocial1.png,stimuli/Nonsocial2.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test1,"(0.7, -0.5)",test2,0,0,0,0,0,8,8,11,,,,,,,,,,,,,,,,,,,81.98332849994767,82.98325239995029,82.98325239995029,83.1360717000207,83.63601559994277,83.63601559994277,83.78880540002137,ä,0.7064246999798343,correct,84.504053200013,86.50391770002898,86.64280139992479,82.98325239995029,86.50391770002898,,,,,,,,,,,2,B,2023-12-05_10h36.32.791,gca_discrimination,2022.2.4,143.93977580949482,
