posFile,stimFile,testFile,cs_plus_s,cs_minus_s,cs_plus_ns,cs_minus_ns,test1,test2,position1,trialtype,position2,comptype,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,learning_trials.thisRepN,learning_trials.thisTrialN,learning_trials.thisN,learning_trials.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,textStart.started,key.started,key.keys,key.rt,correctness,textStartTask.started,participant,group,date,expName,psychopyVersion,frameRate,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,0,0,4,,,,,11.588428999995813,93.84217369998805,l,1.8697088999906555,wrong,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,1,1,8,,,,,,99.76555909996387,ä,0.3626036999048665,correct,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(-0.7, 0.5)",test2,0,0,0,0,0,2,2,2,,,,,,104.68203339993488,l,0.8456721999682486,correct,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,3,3,6,,,,,,109.8137340999674,ä,0.36999239993747324,correct,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(-0.7, -0.5)",test2,0,0,0,0,0,4,4,1,,,,,,114.26501450000796,l,0.4946442999644205,correct,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(0.7, 0.5)",test2,0,0,0,0,0,5,5,7,,,,,,119.38981919991784,l,0.4098630000371486,correct,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test1,"(0.7, -0.5)",test2,0,0,0,0,0,6,6,11,,,,,,123.67437010002322,ä,0.4453708999790251,correct,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",test2,"(-0.7, 0.5)",test1,0,0,0,0,0,7,7,13,,,,,,128.86165829992387,ä,0.49081099999602884,correct,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, 0.5)",test1,0,0,0,0,0,8,8,3,,,,,,133.63230159995146,ä,0.35192769998684525,correct,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test1,"(0.7, 0.5)",test2,0,0,0,0,0,9,9,0,,,,,,137.9932158999145,ä,0.655560199986212,correct,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",test2,"(0.7, -0.5)",test2,0,0,0,0,0,10,10,9,,,,,,142.4652963000117,l,0.4145881000440568,correct,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test2,"(0.7, -0.5)",test1,0,0,0,0,0,11,11,12,,,,,,146.9512796999188,ä,0.3130982000147924,correct,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",test1,"(0.7, -0.5)",test1,0,0,0,0,0,12,12,5,,,,,,151.26358089991845,l,0.4011929000262171,correct,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",test1,"(0.7, 0.5)",test1,0,0,0,0,0,13,13,10,,,,,,156.03422749997117,l,0.34217260009609163,correct,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",cs_minus_s,"(0.7, -0.5)",cs_plus_s,0,0,0,0,,,,,0,0,0,17,,172.92246869998053,ä,0.5819900000933558,correct,158.72853730001952,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_minus_s,"(-0.7, 0.5)",cs_plus_s,0,0,0,0,,,,,0,1,1,18,,176.30426869995426,l,0.8797406998928636,wrong,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, 0.5)",cs_plus_ns,"(-0.7, -0.5)",cs_plus_ns,0,0,0,0,,,,,0,2,2,72,,179.5333170000231,l,0.3714089000131935,correct,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_plus_s,"(-0.7, -0.5)",cs_plus_s,0,0,0,0,,,,,0,3,3,55,,182.65817549999338,l,0.4382702000439167,correct,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, -0.5)",cs_plus_ns,"(-0.7, -0.5)",cs_minus_ns,0,0,0,0,,,,,0,4,4,34,,185.15116929996293,ä,0.28925549995619804,correct,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(-0.7, -0.5)",cs_plus_ns,"(0.7, 0.5)",cs_plus_ns,0,0,0,0,,,,,0,5,5,76,,187.42886169999838,l,0.47551040002144873,correct,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
positions.xlsx,stimuli.xlsx,test.xlsx,stimuli/Social1.png,stimuli/Social2.png,stimuli/Nonsocial2.png,stimuli/Nonsocial1.png,stimuli/Test1.png,stimuli/Test2.png,"(0.7, 0.5)",cs_plus_ns,"(-0.7, -0.5)",cs_plus_ns,0,0,0,0,,,,,0,6,6,79,,190.0676289999392,l,0.2762792999856174,correct,,30,C,2023-12-14_17h34.12.203,gca_discrimination,2022.2.4,144.0173049560548,
